x,y
690.0,260.0
689.9771542734587,262.6178609655925
689.9086240528643,265.23492450537515
689.794430213186,267.85039343644155
689.6346075389736,270.4634710616188
689.4292047137618,273.0733614121487
689.178284305241,275.67926949014804
688.8819227461983,278.2804015107721
688.5402103112356,280.8759651440098
688.1532510892707,283.46516975603464
687.7211629518312,286.04722665003953
687.2440775171497,288.6213493064817
686.7221401100709,291.1867536226639
686.1555097177853,293.74265815157975
685.5443589413994,296.28828433995017
684.8888739433603,298.8228567653781
684.1892543907478,301.3456033725499
683.4457133944553,303.8557557084105
682.658477444273,306.3525491562421
681.8277863398976,308.8352231685735
680.9538931178863,311.3030214988503
680.0370639745803,313.755192431795
679.0775781850182,316.1909890123868
678.075728017866,318.6096692733911
677.0318186463901,321.01049646137005
675.9461680554975,323.3927392611049
674.8191069448751,325.7556720183616
673.6509786282552,328.098574960932
672.4421389288391,330.42073441788364
671.1929560709093,332.7214430369506
669.9038105676658,335.0
668.5750951053169,337.2557112365081
667.2072144234639,339.4878896349807
665.8005851918136,341.6958552522541
664.3556358832562,343.878935520612
662.8728066433488,346.0364654526569
661.3525491562422,348.167787843871
659.7953265070939,350.2722534728072
658.2016130410083,352.34922129884876
656.5718942185456,354.3980586574756
654.9066664678467,356.4181414529809
653.2064370334158,358.4088543485761
651.4717238216091,360.3695909538287
649.7030552428755,362.29975400937474
647.9009700507977,364.1987555688496
646.0660171779821,366.06601717798213
644.1987555688496,367.9009700507977
642.2997540093747,369.70305524287556
640.3695909538287,371.47172382160915
638.4088543485761,373.2064370334158
636.4181414529809,374.9066664678467
634.3980586574756,376.57189421854565
632.3492212988488,378.2016130410083
630.2722534728073,379.79532650709393
628.167787843871,381.3525491562421
626.0364654526569,382.8728066433488
623.878935520612,384.35563588325624
621.6958552522541,385.80058519181364
619.4878896349808,387.2072144234639
617.2557112365081,388.57509510531685
615.0,389.9038105676658
612.7214430369505,391.19295607090936
610.4207344178836,392.44213892883903
608.0985749609321,393.6509786282552
605.7556720183616,394.81910694487505
603.3927392611049,395.9461680554975
601.01049646137,397.0318186463901
598.6096692733911,398.075728017866
596.1909890123868,399.0775781850181
593.7551924317951,400.0370639745803
591.3030214988503,400.95389311788625
588.8352231685735,401.8277863398975
586.3525491562422,402.658477444273
583.8557557084105,403.4457133944553
581.3456033725499,404.1892543907478
578.8228567653781,404.88887394336024
576.2882843399501,405.5443589413995
573.7426581515797,406.1555097177853
571.1867536226639,406.7221401100708
568.6213493064818,407.2440775171496
566.0472266500395,407.72116295183116
563.4651697560346,408.15325108927067
560.8759651440098,408.54021031123557
558.2804015107721,408.88192274619826
555.679269490148,409.178284305241
553.0733614121488,409.4292047137618
550.4634710616187,409.6346075389736
547.8503934364415,409.79443021318605
545.2349245053751,409.90862405286435
542.6178609655925,409.9771542734587
540.0,410.0
537.3821390344075,409.9771542734587
534.7650754946249,409.90862405286435
532.1496065635585,409.79443021318605
529.5365289383813,409.6346075389736
526.9266385878512,409.4292047137618
524.320730509852,409.178284305241
521.7195984892279,408.8819227461983
519.1240348559902,408.54021031123557
516.5348302439654,408.15325108927067
513.9527733499605,407.72116295183116
511.3786506935183,407.2440775171496
508.8132463773361,406.7221401100709
506.25734184842025,406.1555097177853
503.71171566004983,405.5443589413995
501.1771432346219,404.88887394336024
498.6543966274501,404.1892543907478
496.14424429158953,403.4457133944553
493.6474508437579,402.65847744427305
491.1647768314265,401.82778633989756
488.6969785011497,400.95389311788625
486.244807568205,400.0370639745803
483.8090109876132,399.0775781850181
481.3903307266089,398.075728017866
478.98950353862995,397.0318186463901
476.6072607388951,395.94616805549754
474.2443279816384,394.81910694487505
